
CREATE TABLE Investors (
    InvestorID INT PRIMARY KEY,
    Name VARCHAR(100),
    Email VARCHAR(100),
    RiskTolerance VARCHAR(100)
);

-- Portfolios Table
CREATE TABLE Portfolios (
    PortfolioID INT PRIMARY KEY,
    InvestorID INT,
    PortfolioName VARCHAR(100),
    CreatedDate DATE DEFAULT CURRENT_DATE
);

-- Assets Table (Stocks, Bonds, etc.)
CREATE TABLE Assets (
    AssetID INT PRIMARY KEY,
    Symbol VARCHAR(10) UNIQUE,
    AssetType VARCHAR(100),
    CurrentPrice DECIMAL(10,2)
);

-- Transactions Table
CREATE TABLE Transactions (
    TransactionID INT PRIMARY KEY,
    PortfolioID INT,
    AssetID INT,
    TransactionType VARCHAR(100),
    Quantity INT,
    PricePerUnit DECIMAL(10,2),
    TransactionDate DATE 
);

-- Insert Investors
INSERT INTO Investors (InvestorID, Name, Email, RiskTolerance) VALUES (1, 'Mr. Peter Walker', 'investor1@example.com', 'High');
INSERT INTO Transactions (TransactionID, PortfolioID, AssetID, TransactionType, Quantity, PricePerUnit, TransactionDate) VALUES (44, 11, 27, 'Sell', 17, 77.67, '2025-02-01');
INSERT INTO Transactions (TransactionID, PortfolioID, AssetID, TransactionType, Quantity, PricePerUnit, TransactionDate) VALUES (45, 11, 22, 'Buy', 6, 65.14, '2025-02-01');
INSERT INTO Transactions (TransactionID, PortfolioID, AssetID, TransactionType, Quantity, PricePerUnit, TransactionDate) VALUES (46, 12, 18, 'Sell', 4, 217.81, '2025-02-01');
INSERT INTO Transactions (TransactionID, PortfolioID, AssetID, TransactionType, Quantity, PricePerUnit, TransactionDate) VALUES (47, 12, 10, 'Sell', 47, 95.45, '2025-02-01');
INSERT INTO Transactions (TransactionID, PortfolioID, AssetID, TransactionType, Quantity, PricePerUnit, TransactionDate) VALUES (48, 12, 16, 'Sell', 38, 373.69, '2025-02-01');
INSERT INTO Transactions (TransactionID, PortfolioID, AssetID, TransactionType, Quantity, PricePerUnit, TransactionDate) VALUES (49, 13, 15, 'Buy', 21, 414.46, '2025-02-01');
INSERT INTO Transactions (TransactionID, PortfolioID, AssetID, TransactionType, Quantity, PricePerUnit, TransactionDate) VALUES (50, 13, 4, 'Buy', 29, 45221.65, '2025-02-01');
INSERT INTO Transactions (TransactionID, PortfolioID, AssetID, TransactionType, Quantity, PricePerUnit, TransactionDate) VALUES (51, 13, 21, 'Buy', 25, 37.75, '2025-02-01');
INSERT INTO Transactions (TransactionID, PortfolioID, AssetID, TransactionType, Quantity, PricePerUnit, TransactionDate) VALUES (52, 13, 28, 'Sell', 20, 111.61, '2025-02-01');
INSERT INTO Transactions (TransactionID, PortfolioID, AssetID, TransactionType, Quantity, PricePerUnit, TransactionDate) VALUES (53, 13, 29, 'Sell', 42, 69.7, '2025-02-01');
INSERT INTO Transactions (TransactionID, PortfolioID, AssetID, TransactionType, Quantity, PricePerUnit, TransactionDate) VALUES (54, 13, 20, 'Buy', 50, 22.48, '2025-02-01');
INSERT INTO Transactions (TransactionID, PortfolioID, AssetID, TransactionType, Quantity, PricePerUnit, TransactionDate) VALUES (55, 14, 28, 'Buy', 19, 100.45, '2025-02-01');
INSERT INTO Transactions (TransactionID, PortfolioID, AssetID, TransactionType, Quantity, PricePerUnit, TransactionDate) VALUES (56, 14, 17, 'Buy', 41, 322.4, '2025-02-01');
INSERT INTO Transactions (TransactionID, PortfolioID, AssetID, TransactionType, Quantity, PricePerUnit, TransactionDate) VALUES (57, 14, 16, 'Sell', 47, 344.14, '2025-02-01');
INSERT INTO Transactions (TransactionID, PortfolioID, AssetID, TransactionType, Quantity, PricePerUnit, TransactionDate) VALUES (58, 15, 25, 'Sell', 50, 145.21, '2025-02-01');
INSERT INTO Transactions (TransactionID, PortfolioID, AssetID, TransactionType, Quantity, PricePerUnit, TransactionDate) VALUES (59, 15, 26, 'Sell', 10, 174.12, '2025-02-01');
INSERT INTO Transactions (TransactionID, PortfolioID, AssetID, TransactionType, Quantity, PricePerUnit, TransactionDate) VALUES (60, 15, 33, 'Sell', 44, 147.23, '2025-02-01');
INSERT INTO Transactions (TransactionID, PortfolioID, AssetID, TransactionType, Quantity, PricePerUnit, TransactionDate) VALUES (61, 15, 6, 'Sell', 18, 3336.87, '2025-02-01');
INSERT INTO Transactions (TransactionID, PortfolioID, AssetID, TransactionType, Quantity, PricePerUnit, TransactionDate) VALUES (62, 15, 4, 'Buy', 34, 43730.15, '2025-02-01');
INSERT INTO Transactions (TransactionID, PortfolioID, AssetID, TransactionType, Quantity, PricePerUnit, TransactionDate) VALUES (63, 15, 17, 'Buy', 46, 349.6, '2025-02-01');
INSERT INTO Transactions (TransactionID, PortfolioID, AssetID, TransactionType, Quantity, PricePerUnit, TransactionDate) VALUES (64, 16, 4, 'Buy', 45, 44105.45, '2025-02-01');
INSERT INTO Transactions (TransactionID, PortfolioID, AssetID, TransactionType, Quantity, PricePerUnit, TransactionDate) VALUES (65, 16, 3, 'Sell', 49, 728.37, '2025-02-01');
INSERT INTO Transactions (TransactionID, PortfolioID, AssetID, TransactionType, Quantity, PricePerUnit, TransactionDate) VALUES (66, 16, 27, 'Sell', 17, 71.59, '2025-02-01');
INSERT INTO Transactions (TransactionID, PortfolioID, AssetID, TransactionType, Quantity, PricePerUnit, TransactionDate) VALUES (67, 16, 4, 'Sell', 50, 40538.8, '2025-02-01');
INSERT INTO Transactions (TransactionID, PortfolioID, AssetID, TransactionType, Quantity, PricePerUnit, TransactionDate) VALUES (68, 17, 11, 'Buy', 44, 138.96, '2025-02-01');
INSERT INTO Transactions (TransactionID, PortfolioID, AssetID, TransactionType, Quantity, PricePerUnit, TransactionDate) VALUES (69, 17, 5, 'Sell', 27, 3239.31, '2025-02-01');
INSERT INTO Transactions (TransactionID, PortfolioID, AssetID, TransactionType, Quantity, PricePerUnit, TransactionDate) VALUES (70, 17, 17, 'Buy', 31, 343.87, '2025-02-01');
INSERT INTO Transactions (TransactionID, PortfolioID, AssetID, TransactionType, Quantity, PricePerUnit, TransactionDate) VALUES (71, 17, 9, 'Sell', 43, 365.09, '2025-02-01');
INSERT INTO Transactions (TransactionID, PortfolioID, AssetID, TransactionType, Quantity, PricePerUnit, TransactionDate) VALUES (72, 17, 30, 'Buy', 21, 88.73, '2025-02-01');
INSERT INTO Transactions (TransactionID, PortfolioID, AssetID, TransactionType, Quantity, PricePerUnit, TransactionDate) VALUES (73, 17, 28, 'Buy', 23, 98.26, '2025-02-01');
INSERT INTO Transactions (TransactionID, PortfolioID, AssetID, TransactionType, Quantity, PricePerUnit, TransactionDate) VALUES (74, 18, 40, 'Sell', 20, 361.15, '2025-02-01');
INSERT INTO Transactions (TransactionID, PortfolioID, AssetID, TransactionType, Quantity, PricePerUnit, TransactionDate) VALUES (75, 18, 30, 'Sell', 33, 93.92, '2025-02-01');
INSERT INTO Transactions (TransactionID, PortfolioID, AssetID, TransactionType, Quantity, PricePerUnit, TransactionDate) VALUES (76, 18, 20, 'Buy', 22, 26.34, '2025-02-01');
INSERT INTO Transactions (TransactionID, PortfolioID, AssetID, TransactionType, Quantity, PricePerUnit, TransactionDate) VALUES (77, 18, 9, 'Buy', 47, 383.92, '2025-02-01');
INSERT INTO Transactions (TransactionID, PortfolioID, AssetID, TransactionType, Quantity, PricePerUnit, TransactionDate) VALUES (78, 19, 2, 'Sell', 45, 2617.07, '2025-02-01');
INSERT INTO Transactions (TransactionID, PortfolioID, AssetID, TransactionType, Quantity, PricePerUnit, TransactionDate) VALUES (79, 19, 35, 'Buy', 30, 277.73, '2025-02-01');
INSERT INTO Transactions (TransactionID, PortfolioID, AssetID, TransactionType, Quantity, PricePerUnit, TransactionDate) VALUES (80, 19, 18, 'Sell', 9, 230.68, '2025-02-01');
INSERT INTO Transactions (TransactionID, PortfolioID, AssetID, TransactionType, Quantity, PricePerUnit, TransactionDate) VALUES (81, 20, 40, 'Sell', 44, 374.35, '2025-02-01');
INSERT INTO Transactions (TransactionID, PortfolioID, AssetID, TransactionType, Quantity, PricePerUnit, TransactionDate) VALUES (82, 20, 17, 'Sell', 38, 350.78, '2025-02-01');
INSERT INTO Transactions (TransactionID, PortfolioID, AssetID, TransactionType, Quantity, PricePerUnit, TransactionDate) VALUES (83, 20, 29, 'Buy', 40, 65.4, '2025-02-01');
INSERT INTO Transactions (TransactionID, PortfolioID, AssetID, TransactionType, Quantity, PricePerUnit, TransactionDate) VALUES (84, 20, 2, 'Sell', 5, 2678.37, '2025-02-01');
INSERT INTO Transactions (TransactionID, PortfolioID, AssetID, TransactionType, Quantity, PricePerUnit, TransactionDate) VALUES (85, 20, 19, 'Buy', 38, 187.45, '2025-02-01');
INSERT INTO Transactions (TransactionID, PortfolioID, AssetID, TransactionType, Quantity, PricePerUnit, TransactionDate) VALUES (86, 21, 6, 'Buy', 49, 3006.79, '2025-02-01');
INSERT INTO Transactions (TransactionID, PortfolioID, AssetID, TransactionType, Quantity, PricePerUnit, TransactionDate) VALUES (87, 21, 13, 'Sell', 23, 106.43, '2025-02-01');
INSERT INTO Transactions (TransactionID, PortfolioID, AssetID, TransactionType, Quantity, PricePerUnit, TransactionDate) VALUES (88, 21, 32, 'Sell', 23, 637.2, '2025-02-01');
INSERT INTO Transactions (TransactionID, PortfolioID, AssetID, TransactionType, Quantity, PricePerUnit, TransactionDate) VALUES (89, 22, 29, 'Buy', 26, 79.27, '2025-02-01');
INSERT INTO Transactions (TransactionID, PortfolioID, AssetID, TransactionType, Quantity, PricePerUnit, TransactionDate) VALUES (90, 22, 38, 'Sell', 3, 163.01, '2025-02-01');
INSERT INTO Transactions (TransactionID, PortfolioID, AssetID, TransactionType, Quantity, PricePerUnit, TransactionDate) VALUES (91, 22, 35, 'Sell', 44, 300.51, '2025-02-01');
INSERT INTO Transactions (TransactionID, PortfolioID, AssetID, TransactionType, Quantity, PricePerUnit, TransactionDate) VALUES (92, 22, 30, 'Buy', 36, 88.18, '2025-02-01');
INSERT INTO Transactions (TransactionID, PortfolioID, AssetID, TransactionType, Quantity, PricePerUnit, TransactionDate) VALUES (93, 22, 40, 'Sell', 46, 364.29, '2025-02-01');
INSERT INTO Transactions (TransactionID, PortfolioID, AssetID, TransactionType, Quantity, PricePerUnit, TransactionDate) VALUES (94, 22, 13, 'Buy', 19, 102.23, '2025-02-01');
INSERT INTO Transactions (TransactionID, PortfolioID, AssetID, TransactionType, Quantity, PricePerUnit, TransactionDate) VALUES (95, 23, 2, 'Buy', 49, 2820.55, '2025-02-01');
INSERT INTO Transactions (TransactionID, PortfolioID, AssetID, TransactionType, Quantity, PricePerUnit, TransactionDate) VALUES (96, 23, 16, 'Buy', 25, 356.81, '2025-02-01');
INSERT INTO Transactions (TransactionID, PortfolioID, AssetID, TransactionType, Quantity, PricePerUnit, TransactionDate) VALUES (97, 23, 33, 'Sell', 35, 144.29, '2025-02-01');
INSERT INTO Transactions (TransactionID, PortfolioID, AssetID, TransactionType, Quantity, PricePerUnit, TransactionDate) VALUES (98, 23, 36, 'Buy', 10, 130.9, '2025-02-01');
INSERT INTO Transactions (TransactionID, PortfolioID, AssetID, TransactionType, Quantity, PricePerUnit, TransactionDate) VALUES (99, 23, 35, 'Sell', 23, 302.23, '2025-02-01');
INSERT INTO Transactions (TransactionID, PortfolioID, AssetID, TransactionType, Quantity, PricePerUnit, TransactionDate) VALUES (100, 23, 25, 'Buy', 50, 130.39, '2025-02-01');
INSERT INTO Transactions (TransactionID, PortfolioID, AssetID, TransactionType, Quantity, PricePerUnit, TransactionDate) VALUES (101, 24, 30, 'Sell', 41, 83.07, '2025-02-01');
INSERT INTO Transactions (TransactionID, PortfolioID, AssetID, TransactionType, Quantity, PricePerUnit, TransactionDate) VALUES (102, 24, 14, 'Sell', 44, 231.91, '2025-02-01');
INSERT INTO Transactions (TransactionID, PortfolioID, AssetID, TransactionType, Quantity, PricePerUnit, TransactionDate) VALUES (103, 24, 21, 'Buy', 48, 39.68, '2025-02-01');
INSERT INTO Transactions (TransactionID, PortfolioID, AssetID, TransactionType, Quantity, PricePerUnit, TransactionDate) VALUES (104, 24, 26, 'Buy', 12, 159.63, '2025-02-01');
INSERT INTO Transactions (TransactionID, PortfolioID, AssetID, TransactionType, Quantity, PricePerUnit, TransactionDate) VALUES (105, 25, 13, 'Sell', 50, 114.02, '2025-02-01');
INSERT INTO Transactions (TransactionID, PortfolioID, AssetID, TransactionType, Quantity, PricePerUnit, TransactionDate) VALUES (106, 25, 22, 'Buy', 40, 71.59, '2025-02-01');
INSERT INTO Transactions (TransactionID, PortfolioID, AssetID, TransactionType, Quantity, PricePerUnit, TransactionDate) VALUES (107, 25, 13, 'Sell', 2, 109.35, '2025-02-01');
INSERT INTO Transactions (TransactionID, PortfolioID, AssetID, TransactionType, Quantity, PricePerUnit, TransactionDate) VALUES (108, 25, 13, 'Buy', 31, 105.36, '2025-02-01');
INSERT INTO Transactions (TransactionID, PortfolioID, AssetID, TransactionType, Quantity, PricePerUnit, TransactionDate) VALUES (109, 25, 23, 'Sell', 43, 105.31, '2025-02-01');
INSERT INTO Transactions (TransactionID, PortfolioID, AssetID, TransactionType, Quantity, PricePerUnit, TransactionDate) VALUES (110, 26, 16, 'Sell', 34, 360.89, '2025-02-01');
INSERT INTO Transactions (TransactionID, PortfolioID, AssetID, TransactionType, Quantity, PricePerUnit, TransactionDate) VALUES (111, 26, 35, 'Sell', 27, 279.91, '2025-02-01');
INSERT INTO Transactions (TransactionID, PortfolioID, AssetID, TransactionType, Quantity, PricePerUnit, TransactionDate) VALUES (112, 26, 27, 'Sell', 4, 73.45, '2025-02-01');
INSERT INTO Transactions (TransactionID, PortfolioID, AssetID, TransactionType, Quantity, PricePerUnit, TransactionDate) VALUES (113, 26, 28, 'Sell', 16, 100.38, '2025-02-01');
INSERT INTO Transactions (TransactionID, PortfolioID, AssetID, TransactionType, Quantity, PricePerUnit, TransactionDate) VALUES (114, 27, 37, 'Buy', 22, 94.78, '2025-02-01');
INSERT INTO Transactions (TransactionID, PortfolioID, AssetID, TransactionType, Quantity, PricePerUnit, TransactionDate) VALUES (115, 27, 7, 'Sell', 13, 304.58, '2025-02-01');
INSERT INTO Transactions (TransactionID, PortfolioID, AssetID, TransactionType, Quantity, PricePerUnit, TransactionDate) VALUES (116, 27, 17, 'Buy', 30, 379.46, '2025-02-01');
INSERT INTO Transactions (TransactionID, PortfolioID, AssetID, TransactionType, Quantity, PricePerUnit, TransactionDate) VALUES (117, 28, 10, 'Sell', 27, 94.18, '2025-02-01');
INSERT INTO Transactions (TransactionID, PortfolioID, AssetID, TransactionType, Quantity, PricePerUnit, TransactionDate) VALUES (118, 28, 20, 'Buy', 9, 24.2, '2025-02-01');
INSERT INTO Transactions (TransactionID, PortfolioID, AssetID, TransactionType, Quantity, PricePerUnit, TransactionDate) VALUES (119, 28, 28, 'Buy', 19, 97.7, '2025-02-01');
INSERT INTO Transactions (TransactionID, PortfolioID, AssetID, TransactionType, Quantity, PricePerUnit, TransactionDate) VALUES (120, 28, 21, 'Buy', 17, 36.57, '2025-02-01');
INSERT INTO Transactions (TransactionID, PortfolioID, AssetID, TransactionType, Quantity, PricePerUnit, TransactionDate) VALUES (121, 28, 10, 'Buy', 4, 95.8, '2025-02-01');
INSERT INTO Transactions (TransactionID, PortfolioID, AssetID, TransactionType, Quantity, PricePerUnit, TransactionDate) VALUES (122, 29, 39, 'Buy', 31, 391.81, '2025-02-01');
INSERT INTO Transactions (TransactionID, PortfolioID, AssetID, TransactionType, Quantity, PricePerUnit, TransactionDate) VALUES (123, 29, 8, 'Sell', 4, 713.26, '2025-02-01');
INSERT INTO Transactions (TransactionID, PortfolioID, AssetID, TransactionType, Quantity, PricePerUnit, TransactionDate) VALUES (124, 29, 4, 'Buy', 13, 46789.11, '2025-02-01');
INSERT INTO Transactions (TransactionID, PortfolioID, AssetID, TransactionType, Quantity, PricePerUnit, TransactionDate) VALUES (125, 29, 19, 'Buy', 30, 183.76, '2025-02-01');
INSERT INTO Transactions (TransactionID, PortfolioID, AssetID, TransactionType, Quantity, PricePerUnit, TransactionDate) VALUES (126, 29, 26, 'Sell', 14, 178.38, '2025-02-01');
INSERT INTO Transactions (TransactionID, PortfolioID, AssetID, TransactionType, Quantity, PricePerUnit, TransactionDate) VALUES (127, 30, 1, 'Buy', 37, 174.82, '2025-02-01');
INSERT INTO Transactions (TransactionID, PortfolioID, AssetID, TransactionType, Quantity, PricePerUnit, TransactionDate) VALUES (128, 30, 13, 'Sell', 36, 120.03, '2025-02-01');
INSERT INTO Transactions (TransactionID, PortfolioID, AssetID, TransactionType, Quantity, PricePerUnit, TransactionDate) VALUES (129, 30, 30, 'Sell', 34, 84.54, '2025-02-01');
INSERT INTO Transactions (TransactionID, PortfolioID, AssetID, TransactionType, Quantity, PricePerUnit, TransactionDate) VALUES (130, 30, 15, 'Buy', 28, 439.5, '2025-02-01');
INSERT INTO Transactions (TransactionID, PortfolioID, AssetID, TransactionType, Quantity, PricePerUnit, TransactionDate) VALUES (131, 30, 38, 'Buy', 31, 156.19, '2025-02-01');
INSERT INTO Transactions (TransactionID, PortfolioID, AssetID, TransactionType, Quantity, PricePerUnit, TransactionDate) VALUES (132, 30, 4, 'Buy', 38, 44635.36, '2025-02-01');
INSERT INTO Transactions (TransactionID, PortfolioID, AssetID, TransactionType, Quantity, PricePerUnit, TransactionDate) VALUES (133, 31, 36, 'Sell', 18, 126.21, '2025-02-01');
INSERT INTO Transactions (TransactionID, PortfolioID, AssetID, TransactionType, Quantity, PricePerUnit, TransactionDate) VALUES (134, 31, 7, 'Sell', 29, 334.61, '2025-02-01');
INSERT INTO Transactions (TransactionID, PortfolioID, AssetID, TransactionType, Quantity, PricePerUnit, TransactionDate) VALUES (135, 31, 14, 'Buy', 50, 226.2, '2025-02-01');
INSERT INTO Transactions (TransactionID, PortfolioID, AssetID, TransactionType, Quantity, PricePerUnit, TransactionDate) VALUES (136, 31, 8, 'Sell', 35, 607.52, '2025-02-01');
INSERT INTO Transactions (TransactionID, PortfolioID, AssetID, TransactionType, Quantity, PricePerUnit, TransactionDate) VALUES (137, 32, 2, 'Buy', 23, 2808.45, '2025-02-01');
INSERT INTO Transactions (TransactionID, PortfolioID, AssetID, TransactionType, Quantity, PricePerUnit, TransactionDate) VALUES (138, 32, 4, 'Sell', 39, 40705.27, '2025-02-01');
INSERT INTO Transactions (TransactionID, PortfolioID, AssetID, TransactionType, Quantity, PricePerUnit, TransactionDate) VALUES (139, 32, 10, 'Buy', 21, 106.38, '2025-02-01');
INSERT INTO Transactions (TransactionID, PortfolioID, AssetID, TransactionType, Quantity, PricePerUnit, TransactionDate) VALUES (140, 32, 7, 'Buy', 1, 330.46, '2025-02-01');
INSERT INTO Transactions (TransactionID, PortfolioID, AssetID, TransactionType, Quantity, PricePerUnit, TransactionDate) VALUES (141, 33, 15, 'Buy', 33, 459.37, '2025-02-01');
INSERT INTO Transactions (TransactionID, PortfolioID, AssetID, TransactionType, Quantity, PricePerUnit, TransactionDate) VALUES (142, 33, 38, 'Buy', 16, 149.47, '2025-02-01');
INSERT INTO Transactions (TransactionID, PortfolioID, AssetID, TransactionType, Quantity, PricePerUnit, TransactionDate) VALUES (143, 33, 8, 'Sell', 32, 673.21, '2025-02-01');
INSERT INTO Transactions (TransactionID, PortfolioID, AssetID, TransactionType, Quantity, PricePerUnit, TransactionDate) VALUES (144, 33, 28, 'Sell', 48, 101.95, '2025-02-01');
INSERT INTO Transactions (TransactionID, PortfolioID, AssetID, TransactionType, Quantity, PricePerUnit, TransactionDate) VALUES (145, 33, 36, 'Sell', 4, 111.08, '2025-02-01');
INSERT INTO Transactions (TransactionID, PortfolioID, AssetID, TransactionType, Quantity, PricePerUnit, TransactionDate) VALUES (146, 33, 6, 'Sell', 30, 3131.46, '2025-02-01');
INSERT INTO Transactions (TransactionID, PortfolioID, AssetID, TransactionType, Quantity, PricePerUnit, TransactionDate) VALUES (147, 34, 17, 'Sell', 17, 346.69, '2025-02-01');
INSERT INTO Transactions (TransactionID, PortfolioID, AssetID, TransactionType, Quantity, PricePerUnit, TransactionDate) VALUES (148, 34, 28, 'Sell', 49, 99.45, '2025-02-01');
INSERT INTO Transactions (TransactionID, PortfolioID, AssetID, TransactionType, Quantity, PricePerUnit, TransactionDate) VALUES (149, 34, 24, 'Buy', 37, 78.32, '2025-02-01');
INSERT INTO Transactions (TransactionID, PortfolioID, AssetID, TransactionType, Quantity, PricePerUnit, TransactionDate) VALUES (150, 34, 10, 'Buy', 42, 105.02, '2025-02-01');
INSERT INTO Transactions (TransactionID, PortfolioID, AssetID, TransactionType, Quantity, PricePerUnit, TransactionDate) VALUES (151, 34, 37, 'Buy', 26, 92.77, '2025-02-01');
INSERT INTO Transactions (TransactionID, PortfolioID, AssetID, TransactionType, Quantity, PricePerUnit, TransactionDate) VALUES (152, 34, 13, 'Buy', 3, 104.13, '2025-02-01');
INSERT INTO Transactions (TransactionID, PortfolioID, AssetID, TransactionType, Quantity, PricePerUnit, TransactionDate) VALUES (153, 35, 23, 'Buy', 50, 97.27, '2025-02-01');
INSERT INTO Transactions (TransactionID, PortfolioID, AssetID, TransactionType, Quantity, PricePerUnit, TransactionDate) VALUES (154, 35, 24, 'Buy', 10, 77.6, '2025-02-01');
INSERT INTO Transactions (TransactionID, PortfolioID, AssetID, TransactionType, Quantity, PricePerUnit, TransactionDate) VALUES (155, 35, 16, 'Sell', 14, 359.85, '2025-02-01');
INSERT INTO Transactions (TransactionID, PortfolioID, AssetID, TransactionType, Quantity, PricePerUnit, TransactionDate) VALUES (156, 35, 8, 'Sell', 5, 678.32, '2025-02-01');
INSERT INTO Transactions (TransactionID, PortfolioID, AssetID, TransactionType, Quantity, PricePerUnit, TransactionDate) VALUES (157, 35, 26, 'Sell', 31, 164.19, '2025-02-01');
INSERT INTO Transactions (TransactionID, PortfolioID, AssetID, TransactionType, Quantity, PricePerUnit, TransactionDate) VALUES (158, 36, 20, 'Sell', 28, 25.73, '2025-02-01');
INSERT INTO Transactions (TransactionID, PortfolioID, AssetID, TransactionType, Quantity, PricePerUnit, TransactionDate) VALUES (159, 36, 19, 'Sell', 32, 166.82, '2025-02-01');
INSERT INTO Transactions (TransactionID, PortfolioID, AssetID, TransactionType, Quantity, PricePerUnit, TransactionDate) VALUES (160, 36, 20, 'Buy', 9, 24.32, '2025-02-01');
INSERT INTO Transactions (TransactionID, PortfolioID, AssetID, TransactionType, Quantity, PricePerUnit, TransactionDate) VALUES (161, 36, 36, 'Buy', 41, 117.53, '2025-02-01');
INSERT INTO Transactions (TransactionID, PortfolioID, AssetID, TransactionType, Quantity, PricePerUnit, TransactionDate) VALUES (162, 37, 25, 'Buy', 12, 141.48, '2025-02-01');
INSERT INTO Transactions (TransactionID, PortfolioID, AssetID, TransactionType, Quantity, PricePerUnit, TransactionDate) VALUES (163, 37, 20, 'Buy', 23, 23.04, '2025-02-01');
INSERT INTO Transactions (TransactionID, PortfolioID, AssetID, TransactionType, Quantity, PricePerUnit, TransactionDate) VALUES (164, 37, 37, 'Buy', 41, 87.27, '2025-02-01');
INSERT INTO Transactions (TransactionID, PortfolioID, AssetID, TransactionType, Quantity, PricePerUnit, TransactionDate) VALUES (165, 37, 11, 'Sell', 7, 137.75, '2025-02-01');
INSERT INTO Transactions (TransactionID, PortfolioID, AssetID, TransactionType, Quantity, PricePerUnit, TransactionDate) VALUES (166, 37, 29, 'Buy', 17, 76.55, '2025-02-01');
INSERT INTO Transactions (TransactionID, PortfolioID, AssetID, TransactionType, Quantity, PricePerUnit, TransactionDate) VALUES (167, 38, 37, 'Sell', 4, 94.21, '2025-02-01');
INSERT INTO Transactions (TransactionID, PortfolioID, AssetID, TransactionType, Quantity, PricePerUnit, TransactionDate) VALUES (168, 38, 30, 'Buy', 30, 86.99, '2025-02-01');
INSERT INTO Transactions (TransactionID, PortfolioID, AssetID, TransactionType, Quantity, PricePerUnit, TransactionDate) VALUES (169, 38, 24, 'Sell', 11, 91.2, '2025-02-01');
INSERT INTO Transactions (TransactionID, PortfolioID, AssetID, TransactionType, Quantity, PricePerUnit, TransactionDate) VALUES (170, 39, 20, 'Sell', 17, 25.56, '2025-02-01');
INSERT INTO Transactions (TransactionID, PortfolioID, AssetID, TransactionType, Quantity, PricePerUnit, TransactionDate) VALUES (171, 39, 18, 'Buy', 37, 222.89, '2025-02-01');
INSERT INTO Transactions (TransactionID, PortfolioID, AssetID, TransactionType, Quantity, PricePerUnit, TransactionDate) VALUES (172, 39, 38, 'Sell', 26, 146.76, '2025-02-01');
INSERT INTO Transactions (TransactionID, PortfolioID, AssetID, TransactionType, Quantity, PricePerUnit, TransactionDate) VALUES (173, 40, 4, 'Sell', 5, 42484.99, '2025-02-01');
INSERT INTO Transactions (TransactionID, PortfolioID, AssetID, TransactionType, Quantity, PricePerUnit, TransactionDate) VALUES (174, 40, 34, 'Buy', 42, 19.25, '2025-02-01');
INSERT INTO Transactions (TransactionID, PortfolioID, AssetID, TransactionType, Quantity, PricePerUnit, TransactionDate) VALUES (175, 40, 37, 'Sell', 10, 94.98, '2025-02-01');
INSERT INTO Transactions (TransactionID, PortfolioID, AssetID, TransactionType, Quantity, PricePerUnit, TransactionDate) VALUES (176, 40, 16, 'Sell', 10, 363.7, '2025-02-01');
INSERT INTO Transactions (TransactionID, PortfolioID, AssetID, TransactionType, Quantity, PricePerUnit, TransactionDate) VALUES (177, 40, 18, 'Buy', 44, 241.1, '2025-02-01');
INSERT INTO Transactions (TransactionID, PortfolioID, AssetID, TransactionType, Quantity, PricePerUnit, TransactionDate) VALUES (178, 41, 9, 'Buy', 7, 404.1, '2025-02-01');
INSERT INTO Transactions (TransactionID, PortfolioID, AssetID, TransactionType, Quantity, PricePerUnit, TransactionDate) VALUES (179, 41, 22, 'Sell', 44, 68.09, '2025-02-01');
INSERT INTO Transactions (TransactionID, PortfolioID, AssetID, TransactionType, Quantity, PricePerUnit, TransactionDate) VALUES (180, 41, 7, 'Sell', 39, 310.57, '2025-02-01');
INSERT INTO Transactions (TransactionID, PortfolioID, AssetID, TransactionType, Quantity, PricePerUnit, TransactionDate) VALUES (181, 41, 8, 'Buy', 3, 699.71, '2025-02-01');
INSERT INTO Transactions (TransactionID, PortfolioID, AssetID, TransactionType, Quantity, PricePerUnit, TransactionDate) VALUES (182, 41, 9, 'Buy', 6, 369.12, '2025-02-01');
INSERT INTO Transactions (TransactionID, PortfolioID, AssetID, TransactionType, Quantity, PricePerUnit, TransactionDate) VALUES (183, 41, 17, 'Sell', 10, 346.68, '2025-02-01');
INSERT INTO Transactions (TransactionID, PortfolioID, AssetID, TransactionType, Quantity, PricePerUnit, TransactionDate) VALUES (184, 42, 11, 'Sell', 23, 146.34, '2025-02-01');
INSERT INTO Transactions (TransactionID, PortfolioID, AssetID, TransactionType, Quantity, PricePerUnit, TransactionDate) VALUES (185, 42, 6, 'Buy', 37, 3472.29, '2025-02-01');
INSERT INTO Transactions (TransactionID, PortfolioID, AssetID, TransactionType, Quantity, PricePerUnit, TransactionDate) VALUES (186, 42, 18, 'Buy', 38, 217.36, '2025-02-01');
INSERT INTO Transactions (TransactionID, PortfolioID, AssetID, TransactionType, Quantity, PricePerUnit, TransactionDate) VALUES (187, 42, 13, 'Buy', 15, 118.68, '2025-02-01');
INSERT INTO Transactions (TransactionID, PortfolioID, AssetID, TransactionType, Quantity, PricePerUnit, TransactionDate) VALUES (188, 43, 14, 'Sell', 24, 258.21, '2025-02-01');
INSERT INTO Transactions (TransactionID, PortfolioID, AssetID, TransactionType, Quantity, PricePerUnit, TransactionDate) VALUES (189, 43, 5, 'Sell', 4, 3368.92, '2025-02-01');
