user_ID,customer,product_ID,sex,age_group,age,marital,state,zone,occupation,category,orders,amount
1001618,Eugene,P00109742,M,51-55,53,unmarried,Andhra Pradesh,Southern,Food Processing,Footwear & Shoes,4,20505
1003131,Hemangi,P00109742,M,26-35,34,unmarried,Maharashtra,Western,IT Sector,Furniture,2,20165
1005256,Grant,P00109742,F,26-35,26,unmarried,Himachal Pradesh,Northern,Construction,Furniture,3,16363
1000436,Crier,P00109742,F,18-25,19,unmarried,Madhya Pradesh,Central,Automobile,Electronics & Gadgets,4,7991
1003976,Mugdha,P00109742,M,26-35,30,married,Maharashtra,Western,Banking,Clothing & Apparel,4,7162
1001768,Voltz,P00109742,F,46-50,49,unmarried,Karnataka,Southern,IT Sector,Sports Products,3,5456
1001021,Pradeep,P00109742,F,36-45,45,unmarried,Delhi,Central,Chemical,Clothing & Apparel,3,5440
1001285,Laalji,P00109742,M,36-45,44,unmarried,Kerala,Southern,Hospitality,Clothing & Apparel,4,5370
1000180,Ishit,P00109742,F,46-50,48,unmarried,Maharashtra,Western,Healthcare,Electronics & Gadgets,1,3987
1004303,Jane,P00109742,F,26-35,29,married,Maharashtra,Western,Construction,Games & Toys,1,3303
1005070,Chandni,P00109742,F,26-35,30,unmarried,Uttar Pradesh,Central,Aviation,Veterinary,3,1738
1001015,Bharat,P00109842,M,36-45,40,unmarried,Delhi,Central,Food Processing,Footwear & Shoes,3,20660
1001051,Aastha,P00109842,M,26-35,33,married,Andhra Pradesh,Southern,Banking,Clothing & Apparel,2,7161
1000750,Mugdha,P00109842,M,36-45,43,married,Delhi,Central,Banking,Games & Toys,1,6702
1004034,Avish,P00109842,F,26-35,29,married,Uttarakhand,Central,Agriculture,Clothing & Apparel,1,5233
1001137,Dave,P00109842,F,18-25,21,married,Maharashtra,Western,Healthcare,Food,2,4245
1004589,Dunbar,P00109842,F,26-35,30,unmarried,Karnataka,Southern,Textile,Household items,4,3760
1002348,Noopur,P00109842,F,51-55,53,married,Himachal Pradesh,Northern,Govt,Clothing & Apparel,3,1864
1000216,Gjertsen,P00109942,F,46-50,47,married,Himachal Pradesh,Northern,Automobile,Sports Products,2,10917
1003198,Chetan,P00109942,F,26-35,30,unmarried,Uttar Pradesh,Central,Agriculture,Sports Products,1,10736
1002092,Shivangi,P00109942,F,55+,82,married,Madhya Pradesh,Central,Aviation,Beauty,2,5971
1003237,Roach,P00110042,M,36-45,45,married,Andhra Pradesh,Southern,Chemical,Footwear & Shoes,3,16842
1003237,Roach,P00110042,M,36-45,45,married,Delhi,Central,Chemical,Footwear & Shoes,4,16842
1000630,Maurice,P00110042,M,36-45,45,unmarried,Haryana,Northern,IT Sector,Food,1,15752
1004681,Wallace,P00110042,M,36-45,36,married,Delhi,Central,Media,Sports Products,1,13292
1004725,Jackson,P00110042,F,36-45,39,unmarried,Madhya Pradesh,Central,Healthcare,Footwear & Shoes,3,12620
1005119,Schwartz,P00110042,M,26-35,28,married,Uttar Pradesh,Central,Media,Food,1,11973
1001058,Bathina,P00110042,F,26-35,30,unmarried,Himachal Pradesh,Northern,Retail,Clothing & Apparel,3,6965
1002570,Herbert,P00110042,M,55+,61,married,Maharashtra,Western,Media,Food,1,4466
1004607,Turumella,P00110042,F,26-35,26,unmarried,Karnataka,Southern,Retail,Games & Toys,4,3439
1000126,Marc,P00110042,F,18-25,19,married,Bihar,Eastern,Govt,Electronics & Gadgets,2,2126
1000637,Lawera,P00110042,F,36-45,38,married,Madhya Pradesh,Central,Healthcare,Beauty,4,1704
1005755,Rittenbach,P00110142,M,36-45,42,unmarried,Uttar Pradesh,Central,Aviation,Furniture,4,12009
1004950,LaWare,P00110142,F,26-35,33,married,Karnataka,Southern,Lawyer,Sports Products,3,7977
1005039,Lampkin,P00110142,M,36-45,36,married,Madhya Pradesh,Central,Aviation,Household items,1,2360
1003824,Dilbeck,P00110242,F,26-35,26,unmarried,Uttar Pradesh,Central,Chemical,Food,4,19467
1005900,Bell-,P00110242,F,26-35,26,unmarried,Karnataka,Southern,Media,Sports Products,1,7915
1003641,Cacioppo,P00110342,F,26-35,34,married,Uttar Pradesh,Central,Lawyer,Furniture,1,16124
1003539,Rahul,P00110342,M,26-35,29,unmarried,Madhya Pradesh,Central,Construction,Food,3,15472
1003610,Pournamasi,P00110342,F,18-25,19,unmarried,Madhya Pradesh,Central,Healthcare,Beauty,4,6087
1004922,Deepak,P00110342,F,18-25,24,unmarried,Uttar Pradesh,Central,Retail,Clothing & Apparel,4,3706
1000225,Darrin,P00110342,F,26-35,27,unmarried,Madhya Pradesh,Central,IT Sector,Pet Care,2,2053
1005090,Harton,P00110542,M,36-45,44,married,Uttar Pradesh,Central,Govt,Food,2,19310
1005859,Olvera,P00110542,F,26-35,32,unmarried,Haryana,Northern,Govt,Food,3,19289
1002462,Nripraj,P00110542,F,36-45,42,unmarried,Gujarat,Western,IT Sector,Furniture,3,16409
1002967,Hwang,P00110542,F,26-35,30,unmarried,Delhi,Central,Govt,Food,2,15898
1002306,Lisha,P00110542,M,18-25,20,unmarried,Karnataka,Southern,IT Sector,Food,4,15309
1002296,Anna,P00110542,M,26-35,33,married,Maharashtra,Western,IT Sector,Games & Toys,4,12957
1004286,Marie,P00110542,F,36-45,43,married,Karnataka,Southern,Retail,Footwear & Shoes,1,12388
1003198,Chetan,P00110542,F,26-35,28,married,Maharashtra,Western,Automobile,Games & Toys,2,9655
1000266,Joseph,P00110542,F,36-45,40,married,Karnataka,Southern,Govt,Food,1,8110
1000513,Rachel,P00110542,F,26-35,27,unmarried,Uttarakhand,Central,Healthcare,Clothing & Apparel,3,7037
1002015,Chong,P00110542,F,18-25,18,unmarried,Karnataka,Southern,Healthcare,Clothing & Apparel,3,7024
1002626,Company,P00110542,F,55+,87,unmarried,Maharashtra,Western,IT Sector,Clothing & Apparel,3,6899
1003380,Blumstein,P00110542,F,51-55,55,unmarried,Rajasthan,Northern,IT Sector,Electronics & Gadgets,4,6192
1004074,Zuschuss,P00110542,F,36-45,41,married,Delhi,Central,Textile,Electronics & Gadgets,2,5977
1004074,Zuschuss,P00110542,F,36-45,41,married,Haryana,Northern,Textile,Electronics & Gadgets,1,5977
1004224,Sahil,P00110542,M,46-50,46,unmarried,Karnataka,Southern,Aviation,Clothing & Apparel,1,5365
1000293,Chapman,P00110542,F,55+,73,unmarried,Jharkhand,Eastern,Food Processing,Electronics & Gadgets,3,4250
1002575,Georgia,P00110542,F,36-45,43,unmarried,Andhra Pradesh,Southern,IT Sector,Electronics & Gadgets,1,3908
1005464,Keith,P00110542,F,36-45,44,unmarried,Maharashtra,Western,Banking,Food,3,3877
1004167,Aparajita,P00110542,F,26-35,30,unmarried,Uttar Pradesh,Central,IT Sector,Household items,3,2302
1002625,Powers,P00110542,F,36-45,37,unmarried,Uttar Pradesh,Central,Hospitality,Clothing & Apparel,2,2006
1005220,Amlan,P00110542,F,26-35,26,married,Uttar Pradesh,Central,Lawyer,Clothing & Apparel,1,1840
1000357,liebe,P00110542,F,18-25,18,married,Bihar,Eastern,Automobile,Clothing & Apparel,2,1834
1003182,Cartwright,P00110642,F,26-35,35,unmarried,Karnataka,Southern,Hospitality,Clothing & Apparel,3,6860
1004728,Larry,P00110642,F,26-35,29,unmarried,Maharashtra,Western,Retail,Electronics & Gadgets,1,5973
1001424,Williamson,P00110642,F,36-45,40,married,Uttarakhand,Central,Govt,Pet Care,3,2813
1002803,Jahan,P00110742,F,26-35,34,unmarried,Uttar Pradesh,Central,Aviation,Food,3,19510
1004744,Pardue,P00110742,F,51-55,52,married,Haryana,Northern,Aviation,Food,1,18989
1004909,Olvera,P00110742,M,36-45,40,unmarried,Uttar Pradesh,Central,Healthcare,Food,3,15744
1004310,Shaun,P00110742,F,26-35,30,unmarried,Andhra Pradesh,Southern,Construction,Food,3,15583
1000223,Hernandez,P00110742,F,26-35,33,married,Madhya Pradesh,Central,Media,Food,2,15261
1000490,Lloyd,P00110742,F,0-17,16,married,Bihar,Eastern,Hospitality,Sports Products,4,13650
1005205,Overcash,P00110742,F,26-35,31,married,Karnataka,Southern,Food Processing,Footwear & Shoes,1,12379
1003990,Cathy,P00110742,F,26-35,35,married,Gujarat,Western,Media,Food,1,12076
1002857,Sukant,P00110742,F,26-35,30,married,Bihar,Eastern,Retail,Food,3,11636
1002288,Mansi,P00110742,F,0-17,16,married,Uttar Pradesh,Central,Govt,Food,4,11468
1004520,Anderson,P00110742,F,26-35,26,married,Uttar Pradesh,Central,Hospitality,Decor,1,9956
1002419,Shantanu,P00110742,F,26-35,29,unmarried,Himachal Pradesh,Northern,Banking,Electronics & Gadgets,3,9919
1000366,Bern,P00110742,F,51-55,52,married,Uttar Pradesh,Central,Chemical,Electronics & Gadgets,1,9900
1002175,Guthrie,P00110742,F,26-35,33,married,Maharashtra,Western,Aviation,Clothing & Apparel,2,8707
1004356,Grace,P00110742,F,36-45,40,unmarried,Karnataka,Southern,Automobile,Food,4,8137
1003340,Giulietta,P00110742,F,46-50,46,married,Andhra Pradesh,Southern,Banking,Electronics & Gadgets,3,8108
1003340,Giulietta,P00110742,F,46-50,46,married,Bihar,Eastern,Banking,Electronics & Gadgets,4,8108
1004933,Schmidt,P00110742,M,26-35,28,unmarried,Himachal Pradesh,Northern,Healthcare,Electronics & Gadgets,1,7904
1000295,Nishi,P00110742,F,18-25,22,married,Uttar Pradesh,Central,Lawyer,Electronics & Gadgets,4,7856
1005180,Stivers,P00110742,F,36-45,43,married,Jharkhand,Eastern,Banking,Electronics & Gadgets,3,7791
1005180,Stivers,P00110742,F,36-45,43,married,Rajasthan,Northern,Banking,Electronics & Gadgets,1,7791
1003841,Philip,P00110742,F,46-50,46,unmarried,Delhi,Central,Aviation,Clothing & Apparel,4,7184
1003809,Sathya,P00110742,F,36-45,43,married,Uttar Pradesh,Central,Aviation,Clothing & Apparel,2,7065
1000308,Bzostek,P00110742,F,26-35,30,married,Kerala,Southern,Automobile,Clothing & Apparel,1,7011
1000266,Joseph,P00110742,F,36-45,39,married,Jharkhand,Eastern,Media,Clothing & Apparel,1,6946
1000639,Brennan,P00110742,F,46-50,48,unmarried,Uttar Pradesh,Central,Retail,Electronics & Gadgets,4,6156
1003057,Baird,P00110742,M,26-35,34,unmarried,Gujarat,Western,Lawyer,Electronics & Gadgets,1,6155
1004251,Reed,P00110742,F,46-50,48,unmarried,Himachal Pradesh,Northern,Lawyer,Clothing & Apparel,2,5481
1002585,Pooja,P00110742,F,46-50,50,unmarried,Uttarakhand,Central,Agriculture,Clothing & Apparel,1,3477
1005795,Conant,P00110742,F,26-35,27,unmarried,Maharashtra,Western,Hospitality,Clothing & Apparel,2,3431
1000869,Crebassa,P00110742,F,18-25,18,married,Delhi,Central,Govt,Office,1,585
1000526,Ashmi,P00110742,F,46-50,50,unmarried,Delhi,Central,Textile,Office,2,584
1004124,Kastensmidt,P00110842,F,26-35,32,married,Haryana,Northern,Media,Food,1,19466
1005698,Rashmi,P00110842,F,36-45,43,unmarried,Karnataka,Southern,Retail,Footwear & Shoes,4,16379
1001309,Chayanika,P00110842,F,26-35,34,married,Delhi,Central,Food Processing,Footwear & Shoes,1,16343
1004186,Coram,P00110842,F,26-35,29,unmarried,Madhya Pradesh,Central,Retail,Furniture,4,16284
1005475,Frank,P00110842,F,26-35,28,unmarried,Uttar Pradesh,Central,Healthcare,Footwear & Shoes,2,16214
1001061,Packer,P00110842,F,46-50,46,married,Haryana,Northern,Aviation,Food,3,15556
1001422,Patricia,P00110842,F,36-45,45,married,Gujarat,Western,Aviation,Food,2,15332
1000531,Noel,P00110842,M,18-25,18,married,Karnataka,Southern,Healthcare,Sports Products,1,13212
1005273,Krutika,P00110842,F,55+,76,married,Karnataka,Southern,Healthcare,Games & Toys,1,13184
1004639,Weien,P00110842,F,36-45,41,unmarried,Uttar Pradesh,Central,Healthcare,Games & Toys,3,12943
1004070,Sonakshi,P00110842,F,26-35,31,unmarried,Uttar Pradesh,Central,Aviation,Food,4,11792
1001937,Bzostek,P00110842,F,26-35,28,married,Haryana,Northern,Aviation,Food,2,11532
1001545,Pranjali,P00110842,F,26-35,33,married,Gujarat,Western,Hospitality,Electronics & Gadgets,2,10065
1003335,Spruell,P00110842,F,26-35,28,unmarried,Jharkhand,Eastern,Aviation,Electronics & Gadgets,3,9940
1004183,Meg,P00110842,F,26-35,31,unmarried,Andhra Pradesh,Southern,IT Sector,Games & Toys,2,9861
1001668,Smriti,P00110842,F,36-45,37,married,Maharashtra,Western,Healthcare,Electronics & Gadgets,4,9832
1003908,Pradeep,P00110842,M,26-35,29,unmarried,Uttar Pradesh,Central,Textile,Electronics & Gadgets,2,9766
1000277,Maris,P00110842,M,36-45,42,married,Maharashtra,Western,Banking,Electronics & Gadgets,4,8081
1003922,Stuart,P00110842,F,18-25,20,married,Andhra Pradesh,Southern,Healthcare,Electronics & Gadgets,2,7831
1005555,Mahima,P00110842,F,0-17,16,married,Uttar Pradesh,Central,Automobile,Beauty,1,7625
1000326,Jonathan,P00110842,F,51-55,53,married,Bihar,Eastern,Media,Clothing & Apparel,4,7131
1003648,Amit,P00110842,F,18-25,21,married,Maharashtra,Western,Food Processing,Clothing & Apparel,2,7028
1003692,Seio,P00110842,F,36-45,40,unmarried,Uttar Pradesh,Central,Agriculture,Clothing & Apparel,3,7010
1000566,Divyansh,P00110842,F,26-35,30,unmarried,Uttar Pradesh,Central,Media,Clothing & Apparel,3,5412
1003636,Georgia,P00110842,F,26-35,28,unmarried,Andhra Pradesh,Southern,Healthcare,Electronics & Gadgets,1,4035
1001605,Barnes,P00110842,M,18-25,19,unmarried,Delhi,Central,Chemical,Household items,2,2288
1001127,Miller,P00110842,F,26-35,29,unmarried,Karnataka,Southern,Lawyer,Household items,3,2281
1001505,Gilcrest,P00110842,F,51-55,53,unmarried,Bihar,Eastern,Retail,Pet Care,4,2105
1002323,Parakh,P00110842,F,36-45,43,married,Delhi,Central,Food Processing,Veterinary,3,1397
1000575,Katherine,P00110842,F,26-35,27,unmarried,Delhi,Central,Healthcare,Veterinary,1,736
1000732,Kartik,P00110942,F,26-35,35,married,Andhra Pradesh,Southern,Govt,Auto,3,23934
1002164,McCrossin,P00110942,M,36-45,41,unmarried,Himachal Pradesh,Northern,Banking,Furniture,4,20622
1005836,Nishi,P00110942,F,26-35,27,unmarried,Delhi,Central,Govt,Footwear & Shoes,1,20432
1003633,McAfee,P00110942,F,36-45,41,married,Jharkhand,Eastern,Automobile,Food,1,19399
1000121,Elliston,P00110942,F,36-45,38,unmarried,Andhra Pradesh,Southern,Govt,Auto,3,18770
1002465,O'Carroll,P00110942,F,51-55,52,married,Haryana,Northern,Media,Furniture,3,16396
1004099,Jacobs,P00110942,F,36-45,39,married,Maharashtra,Western,IT Sector,Games & Toys,4,15906
1004611,Apoorv,P00110942,M,18-25,21,unmarried,Madhya Pradesh,Central,Healthcare,Food,2,15659
1002000,Lycoris,P00110942,F,18-25,20,unmarried,Madhya Pradesh,Central,Healthcare,Food,3,15474
1004849,Dhanraj,P00110942,M,18-25,24,unmarried,Uttar Pradesh,Central,IT Sector,Food,3,15227
1001824,Goldwyn,P00110942,M,18-25,18,married,Karnataka,Southern,Agriculture,Tupperware,4,12799
1000161,Chloris,P00110942,F,46-50,48,unmarried,Uttar Pradesh,Central,Hospitality,Food,1,12031
1001996,Doug,P00110942,F,36-45,37,unmarried,Madhya Pradesh,Central,Healthcare,Food,3,11828
1001871,Hughes,P00110942,M,46-50,48,married,Andhra Pradesh,Southern,Agriculture,Food,2,11728
1002404,Sonia,P00110942,F,18-25,24,married,Jharkhand,Eastern,Hospitality,Food,1,11714
1002014,Ben,P00110942,F,18-25,24,unmarried,Maharashtra,Western,Banking,Food,4,11535
1002753,Mathis,P00110942,M,51-55,55,unmarried,Rajasthan,Northern,Media,Sports Products,1,10917
1003557,Craven,P00110942,F,18-25,25,married,Maharashtra,Western,Lawyer,Sports Products,3,10861
1002008,Pamela,P00110942,F,26-35,33,married,Maharashtra,Western,Healthcare,Sports Products,3,10836
1003192,Hooks,P00110942,F,18-25,21,unmarried,Maharashtra,Western,Banking,Sports Products,4,10779
1003463,Foster,P00110942,F,26-35,31,married,Andhra Pradesh,Southern,Media,Electronics & Gadgets,3,10009
1002664,percer,P00110942,F,36-45,37,married,Jharkhand,Eastern,Hospitality,Electronics & Gadgets,2,9706
1000271,Anne,P00110942,F,18-25,18,unmarried,Maharashtra,Western,Healthcare,Clothing & Apparel,1,8743
1005473,Tillman,P00110942,F,26-35,29,unmarried,Karnataka,Southern,Textile,Clothing & Apparel,1,8581
1001085,Johnson,P00110942,F,26-35,29,unmarried,Maharashtra,Western,Aviation,Food,1,8296
1003757,Ankita,P00110942,F,26-35,34,married,Maharashtra,Western,Automobile,Electronics & Gadgets,1,8104
1001254,Eichhorn,P00110942,M,18-25,20,unmarried,Maharashtra,Western,Textile,Electronics & Gadgets,3,7945
1005487,Takahito,P00110942,F,26-35,30,unmarried,Kerala,Southern,Healthcare,Clothing & Apparel,4,7104
1005817,Yotov,P00110942,F,26-35,35,married,Karnataka,Southern,Chemical,Games & Toys,3,6766
1000418,Uudhav,P00110942,M,26-35,34,unmarried,Punjab,Northern,Construction,Electronics & Gadgets,3,6088
1004468,Ann,P00110942,M,36-45,36,unmarried,Maharashtra,Western,Healthcare,Clothing & Apparel,4,5415
1005884,Elliston,P00110942,F,18-25,21,married,Uttar Pradesh,Central,Healthcare,Clothing & Apparel,4,5375
1002906,Goldwyn,P00110942,F,36-45,40,unmarried,Andhra Pradesh,Southern,Govt,Clothing & Apparel,4,5298
1002484,Pelletier,P00110942,F,46-50,50,unmarried,Uttar Pradesh,Central,Aviation,Clothing & Apparel,4,5166
1005170,Elias,P00110942,F,18-25,22,married,Madhya Pradesh,Central,Hospitality,Electronics & Gadgets,4,4174
1002544,Oshin,P00110942,F,46-50,50,married,Uttarakhand,Central,Hospitality,Clothing & Apparel,3,3730
1005493,Stewart,P00110942,F,36-45,41,unmarried,Uttar Pradesh,Central,Healthcare,Clothing & Apparel,2,3605
1000392,Cooley,P00110942,F,18-25,21,unmarried,Karnataka,Southern,IT Sector,Household items,3,3062
1001328,Bolton,P00110942,F,36-45,43,married,Madhya Pradesh,Central,Govt,Beauty,1,2957
1004680,Ballard,P00110942,F,36-45,41,married,Maharashtra,Western,Hospitality,Pet Care,4,2159
1002818,Harrigan,P00110942,F,26-35,30,married,Madhya Pradesh,Central,Construction,Veterinary,1,1739
1003712,Campbell,P00110942,F,26-35,34,married,Delhi,Central,Lawyer,Beauty,4,1674
1000713,Naresj,P00110942,F,36-45,45,unmarried,Karnataka,Southern,Retail,Household items,2,1570
1002796,Thompson,P00110942,F,26-35,29,unmarried,Delhi,Central,Chemical,Veterinary,1,720
1001884,Eugene,P00111042,F,46-50,49,unmarried,Delhi,Central,Healthcare,Footwear & Shoes,4,20375
1003365,Nandita,P00111042,F,51-55,55,unmarried,Gujarat,Western,Aviation,Food,2,19249
1001051,Aastha,P00111042,M,26-35,30,married,Madhya Pradesh,Central,Banking,Auto,2,18685
1005627,Anubhaw,P00111042,F,26-35,29,unmarried,Uttar Pradesh,Central,IT Sector,Footwear & Shoes,1,16277
1003329,Armold,P00111042,F,51-55,55,unmarried,Delhi,Central,Automobile,Food,1,15402
1001939,Gainer,P00111042,M,36-45,44,unmarried,Karnataka,Southern,Hospitality,Auto,4,14255
1000141,Apsingekar,P00111042,F,36-45,37,unmarried,Uttar Pradesh,Central,Food Processing,Games & Toys,3,12970
1003443,Jessica,P00111042,M,36-45,41,married,Gujarat,Western,Healthcare,Furniture,1,11971
1005156,Brooks,P00111042,F,18-25,20,unmarried,Maharashtra,Western,Healthcare,Food,4,11399
1005643,Shreyshi,P00111042,M,36-45,40,unmarried,Haryana,Northern,IT Sector,Clothing & Apparel,3,8828
1000953,Shaily,P00111042,F,51-55,53,married,Maharashtra,Western,Chemical,Clothing & Apparel,3,8711
1003416,Vaibhavi,P00111042,F,26-35,31,unmarried,Rajasthan,Northern,IT Sector,Electronics & Gadgets,4,7792
1001741,Barchas,P00111042,F,36-45,43,unmarried,Karnataka,Southern,Healthcare,Clothing & Apparel,1,7137
1001483,Shardul,P00111042,F,18-25,21,unmarried,Haryana,Northern,Food Processing,Clothing & Apparel,4,5157
1003092,Hale,P00111042,F,36-45,37,unmarried,Himachal Pradesh,Northern,Healthcare,Clothing & Apparel,3,3660
1006040,Pond,P00111142,F,26-35,27,unmarried,Karnataka,Southern,Food Processing,Footwear & Shoes,2,20488
1000049,Shreyoshe,P00111142,F,18-25,24,unmarried,Karnataka,Southern,Media,Food,4,19297
1001530,Haberlin,P00111142,F,26-35,29,unmarried,Andhra Pradesh,Southern,Healthcare,Food,3,19064
1002967,Hwang,P00111142,F,26-35,28,unmarried,Karnataka,Southern,IT Sector,Food,3,19044
1004917,Jumper,P00111142,M,46-50,46,unmarried,Maharashtra,Western,Healthcare,Food,1,18953
1004356,Grace,P00111142,F,36-45,36,unmarried,Madhya Pradesh,Central,IT Sector,Food,1,11972
1000983,Lebron,P00111142,M,26-35,32,unmarried,Maharashtra,Western,Chemical,Books,4,10657
1000808,Kasheen,P00111142,F,26-35,29,unmarried,Andhra Pradesh,Southern,IT Sector,Electronics & Gadgets,1,9760
1004066,Knudson,P00111142,F,26-35,29,unmarried,Maharashtra,Western,Aviation,Food,1,8276
1004298,Laalji,P00111142,M,18-25,23,unmarried,Karnataka,Southern,Food Processing,Food,1,7992
1004806,LaWare,P00111142,F,26-35,34,married,Gujarat,Western,Banking,Electronics & Gadgets,4,7828
1003768,Braxton,P00111142,F,26-35,29,unmarried,Uttar Pradesh,Central,Automobile,Electronics & Gadgets,2,7800
1002599,Sievert,P00111142,F,26-35,28,married,Uttar Pradesh,Central,Govt,Clothing & Apparel,3,6996
1001094,Gainer,P00111142,M,18-25,19,married,Andhra Pradesh,Southern,IT Sector,Electronics & Gadgets,1,6020
1001196,Caffey,P00111142,M,18-25,21,married,Karnataka,Southern,Food Processing,Clothing & Apparel,3,5373
1003449,Stefania,P00111142,F,26-35,34,married,Uttar Pradesh,Central,Aviation,Clothing & Apparel,2,5351
1004417,Lomonaco,P00111142,F,26-35,29,unmarried,Karnataka,Southern,Retail,Clothing & Apparel,2,5290
1005474,Mohan,P00111142,F,26-35,30,unmarried,Punjab,Northern,Textile,Electronics & Gadgets,3,4228
1003456,Fritzler,P00111142,F,26-35,28,unmarried,Kerala,Southern,Aviation,Electronics & Gadgets,3,4088
1001635,Gillingham,P00111142,F,26-35,30,unmarried,Karnataka,Southern,Hospitality,Household items,4,3768
1005754,Pistek,P00111142,M,18-25,24,unmarried,Haryana,Northern,Banking,Pet Care,3,2106
1005015,Sonakshi,P00111142,F,36-45,42,unmarried,Madhya Pradesh,Central,Aviation,Pet Care,3,1435
1003799,Amy,P00111142,F,18-25,23,unmarried,Delhi,Central,Banking,Office,2,950
1002878,Duane,P00111242,M,51-55,53,unmarried,Uttar Pradesh,Central,Media,Auto,4,18516
1002665,Champaklata,P00111242,F,36-45,39,unmarried,Madhya Pradesh,Central,Food Processing,Footwear & Shoes,3,16921
1000749,Flanagan,P00111242,F,36-45,41,unmarried,Delhi,Central,Healthcare,Footwear & Shoes,1,16209
1005511,Cox,P00111242,F,46-50,49,married,Karnataka,Southern,Banking,Clothing & Apparel,4,8863
1003441,Julie,P00111242,M,26-35,29,unmarried,Haryana,Northern,Construction,Clothing & Apparel,4,8824
1002457,Latchford,P00111242,F,26-35,28,unmarried,Himachal Pradesh,Northern,IT Sector,Clothing & Apparel,4,6912
1004644,Pournamasi,P00111242,F,51-55,51,unmarried,Delhi,Central,IT Sector,Beauty,2,6049
1003024,Hildebrand,P00111242,F,36-45,38,unmarried,Andhra Pradesh,Southern,Textile,Clothing & Apparel,4,5332
1004591,Christensen,P00111242,F,26-35,33,married,Jharkhand,Eastern,IT Sector,Clothing & Apparel,4,5206
1001331,Foulston,P00111442,F,46-50,48,unmarried,Uttar Pradesh,Central,Banking,Food,1,15225
1002030,Mitchum,P00111442,F,26-35,26,unmarried,Karnataka,Southern,Textile,Footwear & Shoes,1,12333
1004356,Grace,P00111442,F,36-45,40,unmarried,Uttar Pradesh,Central,Automobile,Decor,4,9923
1001333,Staavos,P00111442,F,26-35,31,unmarried,Maharashtra,Western,Lawyer,Games & Toys,3,9648
1002315,Sachs,P00111442,M,55+,57,married,Himachal Pradesh,Northern,Hospitality,Food,2,7666
1002340,James,P00111542,F,36-45,40,unmarried,Maharashtra,Western,Healthcare,Food,3,19114
1005726,Braxton,P00111542,F,26-35,33,married,Maharashtra,Western,Aviation,Footwear & Shoes,1,16775
1001176,Alice,P00111542,M,55+,58,married,Bihar,Eastern,Retail,Footwear & Shoes,1,16220
1000366,Bern,P00111542,F,51-55,53,married,Uttar Pradesh,Central,Govt,Games & Toys,2,10010
1004861,Shourya,P00111542,F,26-35,33,unmarried,Rajasthan,Northern,Banking,Electronics & Gadgets,2,7857
1000013,Thornton,P00111542,F,46-50,49,unmarried,Jharkhand,Eastern,Govt,Electronics & Gadgets,4,7823
1001984,Jocasta,P00111542,F,18-25,18,unmarried,Uttar Pradesh,Central,Food Processing,Clothing & Apparel,4,6945
1002030,Mitchum,P00111542,F,26-35,26,unmarried,Haryana,Northern,Automobile,Electronics & Gadgets,1,5859
1005636,Tran,P00111542,F,26-35,33,married,Karnataka,Southern,Textile,Household items,3,3128
1005664,Dean,P00111642,F,18-25,20,unmarried,Andhra Pradesh,Southern,Aviation,Auto,2,23365
1001230,Saptadeep,P00111642,F,26-35,28,unmarried,Uttar Pradesh,Central,Agriculture,Food,3,15438
1002748,Farhat,P00111642,F,26-35,34,married,Haryana,Northern,Aviation,Clothing & Apparel,4,6927
1002559,Riya,P00111642,F,18-25,20,married,Himachal Pradesh,Northern,Govt,Clothing & Apparel,3,5442
1002650,Neoma,P00111742,F,46-50,48,married,Himachal Pradesh,Northern,Healthcare,Food,3,11803
1000637,Lawera,P00111742,F,36-45,37,married,Maharashtra,Western,Agriculture,Food,1,11576
1002259,Darren,P00111742,M,55+,83,married,Maharashtra,Western,IT Sector,Electronics & Gadgets,1,8039
1001325,Reese,P00111742,F,26-35,27,married,Gujarat,Western,Construction,Electronics & Gadgets,3,7923
1001325,Reese,P00111742,F,26-35,27,married,Gujarat,Western,Construction,Electronics & Gadgets,3,7923
1004167,Aparajita,P00111742,F,26-35,26,married,Uttar Pradesh,Central,Lawyer,Clothing & Apparel,2,6939
1001567,Irene,P00111742,F,26-35,30,married,Maharashtra,Western,Media,Games & Toys,1,6572
1001063,Flanagan,P00111742,F,36-45,42,married,Andhra Pradesh,Southern,Chemical,Electronics & Gadgets,4,6003
1003622,Candace,P00111742,F,18-25,25,unmarried,Uttar Pradesh,Central,IT Sector,Clothing & Apparel,1,5477
1001835,Jamie,P00111742,F,26-35,29,married,Madhya Pradesh,Central,Healthcare,Beauty,2,4596
1004116,Ramesh,P00111742,M,36-45,37,unmarried,Jharkhand,Eastern,Banking,Household items,2,3878
1000453,Emerson,P00111742,F,18-25,20,unmarried,Uttar Pradesh,Central,Chemical,Household items,2,3811
1000689,Manjiri,P00111742,M,51-55,54,unmarried,Delhi,Central,Govt,Clothing & Apparel,3,1859
1002941,Bavinger,P00111742,M,36-45,45,unmarried,Maharashtra,Western,Chemical,Household items,3,1568
1004957,Inderpreet,P00111842,M,26-35,27,married,Jharkhand,Eastern,Govt,Auto,1,23285
1002039,Nockton,P00111842,M,51-55,51,unmarried,Haryana,Northern,Govt,Footwear & Shoes,1,16453
1001343,Oakman,P00111842,F,36-45,42,married,Delhi,Central,Banking,Footwear & Shoes,4,16375
1003569,Badders,P00111842,M,18-25,18,unmarried,Uttar Pradesh,Central,Aviation,Food,3,15488
